,sf
51573,C44H75O12P
51574,C44H77O12P
51575,C42H73O12P
51576,C42H75O12P
51577,C46H79O12P
51578,C46H81O12P
51579,C40H71O12P
51580,C40H73O12P
51581,C38H73O12P
51584,C44H79O12P
51585,C48H83O12P
51589,C40H75O12P
51591,C46H83O12P
51593,C38H71O12P
51597,C36H69O12P
51601,C32H63O12P
51602,C44H87O12P
51603,C34H67O12P
51604,C42H83O12P
51605,C43H85O12P
51607,C48H95O12P
51608,C38H75O12P
51610,C41H81O12P
51611,C50H99O12P
51612,C40H79O12P
51616,C46H91O12P
51617,C36H71O12P
51618,C52H103O12P
51620,C57H99O12P
51621,C57H101O12P
51622,C51H93O12P
51623,C47H89O12P
51625,C55H97O12P
51626,C55H99O12P
51627,C49H89O12P
51628,C49H91O12P
51629,C49H93O12P
51631,C59H103O12P
51632,C59H105O12P
51635,C57H103O12P
51636,C51H95O12P
51637,C51H97O12P
51638,C61H107O12P
51641,C59H107O12P
51642,C53H101O12P
51643,C63H111O12P
51644,C61H109O12P
51645,C61H111O12P
51646,C55H105O12P
51647,C65H115O12P
51648,C63H113O12P
51649,C63H115O12P
51650,C65H117O12P
51651,C65H119O12P
51652,C67H121O12P
51653,C67H123O12P
51654,C51H87O12P
51655,C51H89O12P
51656,C49H85O12P
51657,C49H87O12P
51658,C53H91O12P
51659,C53H93O12P
51661,C21H38O4
51663,C45H85O12P
51666,C51H91O12P
51667,C55H95O12P
51671,C47H87O12P
51673,C53H95O12P
51675,C45H83O12P
51679,C43H81O12P
51682,C39H75O12P
51683,C51H99O12P
51684,C41H79O12P
51685,C49H95O12P
51686,C50H97O12P
51688,C55H107O12P
51689,C45H87O12P
51692,C57H111O12P
51693,C47H91O12P
51694,C37H71O12P
51696,C32H61O12P
51697,C53H103O12P
51698,C43H83O12P
51699,C59H115O12P
51736,C49H83O12P
51738,C47H81O12P
51758,C43H79O12P
51762,C41H77O12P
51779,C30H57O12P
51786,C46H85O12P
51800,C46H87O12P
51812,C60H107O12P
51817,C62H113O12P
51818,C62H115O12P
51850,C45H89O12P
51864,C54H107O12P
51868,C53H97O12P
51883,C53H99O12P
51893,C57H109O12P
51894,C67H119O12P
51900,C69H125O12P
51901,C69H127O12P
51932,C52H101O12P
51942,C34H65O12P
51946,C61H119O12P
52031,C48H89O12P
52039,C21H40O4
52046,C48H91O12P
52057,C62H111O12P
52062,C64H117O12P
52063,C64H119O12P
52096,C47H93O12P
52109,C56H111O12P
52111,C55H93O12P
52123,C57H97O12P
52130,C59H101O12P
52136,C61H105O12P
52140,C63H109O12P
52147,C49H81O12P
52150,C47H79O12P
52152,C51H85O12P
52160,C53H89O12P
52172,C41H75O12P
52175,C37H69O12P
52177,C39H73O12P
52183,C33H61O12P
52187,C35H65O12P
52189,C30H55O12P
52281,C57H105O12P
52291,C59H109O12P
52297,C61H113O12P
52301,C63H117O12P
52306,C65H121O12P
52308,C67H125O12P
52310,C69H129O12P
52330,C55H101O12P
52340,C53H105O12P
52342,C51H101O12P
52345,C57H113O12P
52349,C59H117O12P
52350,C49H97O12P
52355,C55H109O12P
52357,C61H121O12P
52432,C21H42O4
52443,C57H107O12P
52448,C55H103O12P
52470,C71H129O12P
52473,C71H131O12P
52474,C71H133O12P
52475,C73H135O12P
52476,C73H137O12P
52515,C63H125O12P
52522,C65H129O12P
52607,C59H111O12P
52622,C59H113O12P
52632,C63H123O12P
52633,C73H133O12P
52639,C75H139O12P
52640,C75H141O12P
52663,C23H44O3
52672,C58H115O12P
52684,C67H133O12P
52742,C23H46O3
52820,C22H44O4
52927,C61H115O12P
52936,C27H53O11P
52942,C61H117O12P
52953,C65H127O12P
52954,C75H137O12P
52959,C77H143O12P
52960,C77H145O12P
52992,C60H119O12P
53005,C69H137O12P
53007,C50H85O12P
53011,C31H63O11P
53019,C52H89O12P
53026,C54H93O12P
53031,C56H97O12P
53035,C58H101O12P
53042,C44H73O12P
53044,C42H71O12P
53046,C46H77O12P
53048,C40H69O12P
53054,C48H81O12P
53055,C29H59O11P
53063,C38H69O12P
53067,C36H67O12P
53068,C24H45O12P
53069,C26H49O12P
53072,C23H48O3
53079,C28H53O12P
53119,C65H113O12P
53158,C50H95O12P
53166,C32H59O12P
53177,C23H36O4
53281,C60H105O12P
53327,C29H58O4
53334,C54H105O12P
53343,C35H71O11P
53364,C67H117O12P
53369,C69H123O12P
53399,C25H51O11P
53403,C52H99O12P
53413,C34H63O12P
53431,C37H75O11P
53527,C62H109O12P
53532,C64H115O12P
53578,C56H109O12P
53580,C55H91O12P
53591,C57H95O12P
53598,C59H99O12P
53603,C61H103O12P
53607,C63H107O12P
53608,C27H55O11P
53615,C49H79O12P
53617,C47H77O12P
53619,C51H83O12P
53621,C45H75O12P
53627,C53H87O12P
53642,C37H67O12P
53644,C39H71O12P
53650,C33H59O12P
53654,C35H63O12P
53656,C30H53O12P
53755,C33H67O11P
53813,C23H47O11P
53844,C39H79O11P
53887,C22H43O11P
53935,C71H127O12P
54096,C63H121O12P
54097,C73H131O12P
54122,C27H51O11P
54136,C58H113O12P
54149,C67H131O12P
54183,C24H47O11P
54213,C17H36O3
54347,C29H55O11P
54362,C17H32O4
54422,C65H125O12P
54423,C75H135O12P
54428,C77H141O12P
54461,C60H117O12P
54474,C69H135O12P
54476,C22H45O11P
54477,C29H57O11P
54479,C24H49O11P
54480,C31H61O11P
54482,C26H53O11P
54485,C31H59O11P
54487,C26H51O11P
54488,C27H49O11P
54492,C35H69O11P
54493,C25H49O11P
54494,C37H73O11P
54496,C33H65O11P
54497,C23H45O11P
54498,C39H77O11P
54500,C15H30O4
54503,C16H34O3
54504,C17H34O3
54505,C16H32O4
54515,C23H42O4
54518,C23H44O4
54521,C23H46O4
54524,C25H48O3
54525,C25H50O3
54527,C24H48O4
54530,C25H52O3
54531,C25H38O4
54534,C25H40O4
54540,C25H42O4
54543,C25H44O4
54546,C25H46O4
54549,C25H48O4
54552,C25H50O4
54555,C27H54O3
54556,C27H56O3
54569,C27H52O4
54572,C27H54O4
54575,C28H54O4
54576,C29H58O3
54577,C27H52O5
54580,C28H56O4
54582,C29H60O3
54583,C29H56O4
54599,C30H56O4
54600,C29H54O5
54606,C30H58O4
54612,C31H62O3
54613,C29H56O5
54631,C30H60O4
54639,C31H64O3
54640,C31H58O4
54641,C30H56O5
54653,C31H60O4
54661,C30H58O5
54685,C31H62O4
54700,C32H58O4
54701,C31H56O5
54710,C32H60O4
54715,C31H58O5
54733,C32H62O4
54746,C33H66O3
54747,C31H60O5
54780,C32H64O4
54794,C33H68O3
54795,C33H60O4
54797,C32H58O5
54809,C33H62O4
54819,C32H60O5
54855,C33H64O4
54876,C32H62O5
54912,C33H66O4
54933,C34H58O4
54934,C33H56O5
54940,C34H60O4
54944,C33H58O5
54962,C34H62O4
54971,C33H60O5
55001,C34H64O4
55024,C33H62O5
55066,C34H66O4
55101,C33H64O5
55149,C34H68O4
55167,C35H60O4
55168,C34H58O5
55180,C35H62O4
55185,C34H60O5
55209,C35H64O4
55222,C34H62O5
55258,C35H66O4
55283,C34H64O5
55367,C35H68O4
55398,C34H66O5
55440,C35H70O4
55458,C36H60O4
55459,C35H58O5
55471,C36H62O4
55476,C35H60O5
55491,C35H62O5
55510,C36H64O4
55567,C36H66O4
55581,C35H64O5
55641,C36H68O4
55668,C35H66O5
55716,C36H70O4
55756,C35H68O5
55807,C36H72O4
55827,C37H62O4
55828,C36H60O5
55840,C37H64O4
55842,C36H62O5
55882,C37H66O4
55899,C36H64O5
55924,C36H68O5
55949,C37H68O4
55968,C36H66O5
56027,C37H70O4
56152,C37H72O4
56187,C38H62O4
56188,C36H70O5
56236,C37H74O4
56254,C37H60O5
56272,C38H64O4
56275,C37H64O5
56278,C37H62O5
56314,C37H72O5
56333,C38H66O4
56375,C37H68O5
56417,C38H68O4
56430,C37H66O5
56481,C37H70O5
56517,C38H70O4
56616,C38H72O4
56695,C38H74O4
56738,C39H64O4
56791,C38H76O4
56813,C38H62O5
56825,C39H66O4
56830,C38H70O5
56838,C38H64O5
56874,C39H68O4
56902,C38H66O5
56950,C39H70O4
56990,C38H68O5
57050,C39H72O4
57156,C39H74O4
57180,C38H74O5
57213,C39H60O5
57216,C38H72O5
57306,C39H76O4
57342,C39H62O5
57366,C40H66O4
57415,C39H78O4
57431,C39H64O5
57437,C39H72O5
57456,C39H68O5
57494,C39H66O5
57507,C40H68O4
57635,C40H70O4
57774,C40H72O4
57785,C39H70O5
57887,C40H74O4
57990,C40H76O4
58006,C41H66O4
58007,C39H74O5
58067,C40H78O4
58098,C41H68O4
58107,C39H76O5
58152,C40H80O4
58174,C40H66O5
58198,C41H70O4
58226,C40H68O5
58286,C41H72O4
58320,C40H70O5
58359,C41H78O4
58384,C41H74O4
58419,C40H72O5
58440,C40H78O5
58473,C41H76O4
58512,C41H62O5
58518,C40H74O5
58603,C41H64O5
58633,C40H76O5
58705,C41H80O4
58743,C41H66O5
58824,C39H74O6
58825,C42H70O4
58872,C41H82O4
58888,C41H68O5
59020,C42H72O4
59028,C41H70O5
59172,C42H74O4
59180,C41H78O5
59183,C41H72O5
59239,C41H74O5
59306,C42H76O4
59392,C42H78O4
59396,C43H68O4
59397,C41H76O5
59469,C42H80O4
59482,C43H70O4
59554,C42H82O4
59583,C40H76O6
59589,C43H72O4
59602,C41H80O5
59653,C42H84O4
59675,C42H70O5
59692,C43H80O4
59700,C43H74O4
59728,C42H82O5
59734,C42H72O5
59788,C43H76O4
59826,C42H74O5
59868,C43H78O4
59907,C43H64O5
59916,C42H76O5
59975,C42H80O5
59989,C43H66O5
60026,C42H78O5
60057,C43H82O4
60101,C43H68O5
60173,C41H76O6
60243,C43H84O4
60283,C43H70O5
60403,C41H78O6
60419,C44H74O4
60473,C43H86O4
60489,C43H72O5
60634,C43H80O5
60640,C44H76O4
60644,C43H74O5
60671,C43H84O5
60690,C43H82O5
60769,C44H78O4
60774,C43H76O5
60868,C44H80O4
60870,C43H78O5
60948,C45H72O4
61022,C44H84O4
61026,C42H78O6
61038,C45H74O4
61115,C44H86O4
61134,C42H80O6
61160,C45H76O4
61234,C44H88O4
61256,C44H74O5
61274,C45H78O4
61287,C44H86O5
61310,C44H76O5
61352,C45H80O4
61382,C45H66O5
61388,C44H78O5
61418,C45H82O4
61442,C45H68O5
61449,C43H80O6
61465,C44H80O5
61492,C45H84O4
61519,C45H70O5
61585,C43H78O6
61591,C44H82O5
61606,C45H86O4
61645,C45H72O5
61756,C44H84O5
61804,C45H88O4
61845,C45H74O5
61846,C43H82O6
62072,C45H90O4
62090,C45H86O5
62091,C45H76O5
62108,C45H82O5
62144,C44H80O6
62162,C44H84O6
62218,C45H78O5
62314,C45H80O5
62455,C45H84O5
62535,C46H88O4
62537,C44H82O6
62585,C47H78O4
62678,C46H90O4
62750,C47H80O4
62760,C45H88O5
62835,C46H92O4
62857,C46H78O5
62862,C47H90O4
62870,C47H82O4
62889,C47H68O5
62892,C46H80O5
62914,C45H84O6
62917,C47H84O4
62937,C47H70O5
62948,C46H82O5
62956,C45H78O6
62972,C47H86O4
62984,C47H94O4
62992,C47H72O5
63001,C46H84O5
63037,C45H80O6
63059,C47H88O4
63072,C46H86O5
63085,C47H74O5
63145,C45H82O6
63220,C46H90O5
63250,C47H76O5
63393,C46H88O5
63467,C47H92O4
63509,C47H78O5
63563,C45H86O6
63763,C47H80O5
63779,C47H88O5
63821,C47H82O5
63888,C46H80O6
63900,C47H84O5
63921,C46H88O6
63971,C46H82O6
64007,C47H86O5
64078,C46H84O6
64257,C46H86O6
64389,C49H82O4
64390,C47H90O5
64541,C48H94O4
64652,C49H84O4
64658,C47H92O5
64753,C48H96O4
64769,C48H82O5
64775,C49H86O4
64789,C49H72O5
64795,C47H86O6
64796,C47H80O6
64805,C48H84O5
64821,C49H88O4
64838,C49H74O5
64860,C47H82O6
64904,C48H86O5
64927,C49H90O4
64942,C49H76O5
64978,C47H84O6
65056,C48H88O5
65090,C49H92O4
65108,C49H78O5
65260,C48H90O5
65329,C49H94O4
65360,C49H80O5
65384,C47H88O6
65573,C48H92O5
65693,C49H96O4
65731,C49H82O5
65761,C47H90O6
65884,C48H94O5
66002,C49H98O4
66018,C49H84O5
66066,C48H82O6
66090,C49H86O5
66152,C48H84O6
66155,C48H92O6
66231,C49H88O5
66311,C48H86O6
66337,C48H88O6
66445,C49H90O5
66449,C49H92O5
66886,C48H90O6
67109,C49H94O5
67317,C50H98O4
67465,C51H88O4
67467,C49H96O5
67584,C50H100O4
67594,C49H82O6
67612,C50H86O5
67618,C51H90O4
67627,C51H76O5
67630,C49H84O6
67641,C49H88O6
67676,C49H94O6
67707,C50H88O5
67733,C51H92O4
67748,C51H78O5
67760,C49H86O6
67916,C50H90O5
67957,C49H90O6
67975,C51H94O4
67990,C51H80O5
67992,C51H96O4
68226,C50H92O5
68341,C51H82O5
68591,C50H94O5
68733,C51H98O4
68758,C51H84O5
68761,C49H92O6
69063,C50H96O5
69240,C51H100O4
69273,C51H86O5
69436,C50H98O5
69565,C51H102O4
69579,C50H84O6
69615,C51H88O5
69663,C50H86O6
69673,C51H94O5
69707,C50H88O6
69801,C51H90O5
69877,C50H94O6
69912,C50H90O6
69930,C50H96O6
70117,C51H92O5
70731,C50H92O6
71093,C51H96O5
71300,C51H82O6
71304,C52H86O5
71612,C51H98O5
71870,C52H102O4
71872,C51H84O6
71906,C52H88O5
72087,C53H92O4
72089,C51H100O5
72225,C52H104O4
72229,C51H86O6
72353,C52H90O5
72391,C53H94O4
72400,C51H88O6
72580,C51H94O6
72648,C51H90O6
72657,C52H92O5
72733,C51H98O6
72759,C53H96O4
72818,C51H96O6
73099,C51H92O6
73132,C52H94O5
73279,C53H98O4
73616,C52H96O5
73875,C53H100O4
74255,C52H98O5
74499,C53H102O4
74509,C52H84O6
74515,C53H88O5
74915,C52H100O5
75137,C53H104O4
75155,C52H86O6
75204,C53H90O5
75405,C52H102O5
75537,C53H106O4
75549,C52H88O6
75729,C53H92O5
75818,C52H90O6
75833,C52H98O6
75899,C53H104O5
75933,C53H98O5
76035,C52H96O6
76168,C54H108O4
76206,C53H94O5
76303,C53H102O6
76399,C52H92O6
76541,C55H110O4
76870,C53H96O5
77096,C52H94O6
77823,C53H84O6
77833,C54H88O5
78347,C53H100O5
78592,C53H86O6
78650,C54H90O5
79034,C53H102O5
79297,C54H106O4
79298,C53H88O6
79321,C52H100O6
79477,C54H92O5
79725,C55H96O4
79870,C53H90O6
80242,C54H94O5
80253,C53H92O6
80349,C53H100O6
80355,C55H98O4
80432,C54H104O5
80449,C53H98O6
80516,C53H94O6
80651,C55H106O6
80749,C53H96O6
80884,C55H108O4
80926,C54H96O5
81124,C55H100O4
81722,C54H98O5
81950,C55H102O4
82506,C54H100O5
82752,C55H104O4
82755,C54H86O6
82768,C55H90O5
83214,C54H102O5
83512,C55H106O4
83518,C54H88O6
83585,C55H92O5
84322,C54H90O6
84527,C55H94O5
84814,C54H106O5
84953,C54H92O6
85000,C54H94O6
85016,C54H100O6
85096,C54H96O6
85208,C55H100O5
85286,C55H106O5
85398,C54H98O6
85415,C55H96O5
85446,C55H104O5
85558,C54H104O6
86257,C55H98O5
86980,C54H102O6
87286,C55H102O5
87546,C55H86O6
87564,C56H90O5
88472,C55H88O6
88568,C56H92O5
89438,C55H90O6
89686,C56H94O5
90444,C55H92O6
90920,C56H96O5
91227,C57H100O4
91228,C55H108O5
91388,C55H94O6
91467,C56H98O5
91530,C55H96O6
91641,C56H106O5
91768,C55H98O6
92070,C55H100O6
92274,C55H104O6
92334,C57H102O4
93185,C56H100O5
93451,C57H104O4
94225,C56H102O5
94513,C57H106O4
94515,C56H88O6
94534,C57H92O5
94920,C55H102O6
95203,C56H104O5
95481,C56H90O6
95565,C57H94O5
96412,C57H110O4
96414,C56H92O6
96636,C57H96O5
97195,C56H108O5
97489,C57H112O4
97497,C56H94O6
97800,C57H98O5
98338,C56H110O5
98479,C57H114O4
98487,C56H96O6
98506,C56H104O6
98522,C56H102O6
98538,C56H108O6
99227,C57H100O5
99567,C57H86O6
99568,C56H98O6
100402,C57H102O5
100812,C57H88O6
100839,C58H92O5
100841,C56H100O6
100876,C57H104O5
100994,C57H108O5
101212,C56H106O6
102032,C57H90O6
102165,C58H94O5
102839,C57H106O5
103177,C57H92O6
103517,C58H96O5
104460,C57H94O6
104666,C58H98O5
105622,C57H110O5
105892,C57H96O6
106769,C58H100O5
107099,C57H112O5
107267,C57H98O6
107295,C57H104O6
107311,C57H106O6
107327,C57H100O6
107390,C57H110O6
107577,C58H110O5
108348,C58H102O5
108618,C57H108O6
109671,C58H104O5
109675,C57H102O6
109963,C58H90O6
109975,C59H94O5
110858,C58H106O5
111128,C58H92O6
111209,C59H96O5
111935,C58H108O5
112188,C58H94O6
112404,C59H98O5
113331,C59H114O4
113332,C58H96O6
113731,C59H100O5
114384,C58H112O5
114693,C59H116O4
114698,C58H98O6
115349,C59H102O5
115858,C58H114O5
116011,C59H118O4
116017,C59H88O6
116019,C58H100O6
116914,C59H104O5
116995,C58H112O6
117326,C58H108O6
117340,C59H90O6
117378,C60H94O5
117379,C58H102O6
117447,C58H104O6
117495,C59H112O5
117511,C59H108O5
117543,C58H106O6
117607,C58H110O6
118164,C59H110O5
118303,C59H106O5
118754,C59H92O6
118920,C60H96O5
120050,C59H94O6
120479,C60H98O5
121444,C59H96O6
122171,C60H100O5
123136,C59H98O6
124163,C60H102O5
124722,C59H114O5
124987,C59H100O6
126183,C60H104O5
126498,C59H116O5
126673,C59H102O6
126741,C59H114O6
126757,C59H112O6
127362,C59H108O6
127868,C60H106O5
128070,C59H106O6
128108,C60H92O6
128114,C61H96O5
128119,C59H104O6
129247,C60H108O5
129517,C60H94O6
129566,C61H98O5
130468,C60H110O5
130703,C60H96O6
130875,C61H100O5
131640,C60H112O5
131868,C60H98O6
131917,C59H110O6
132204,C61H102O5
132924,C60H114O5
133210,C60H100O6
133694,C61H104O5
134403,C60H116O5
134719,C61H120O4
134721,C61H90O6
134727,C60H102O6
135284,C61H106O5
136008,C60H118O5
136169,C61H122O4
136173,C61H92O6
136176,C60H108O6
136215,C60H104O6
136919,C61H108O5
137190,C60H116O6
137514,C61H94O6
137688,C62H98O5
137691,C60H106O6
137735,C60H110O6
137949,C61H114O5
137980,C60H112O6
138026,C61H116O5
138533,C61H110O5
138858,C60H114O6
138973,C61H96O6
139421,C62H100O5
140121,C61H112O5
140502,C61H98O6
141317,C62H102O5
142246,C61H100O6
143319,C62H104O5
144234,C61H102O6
145432,C62H106O5
146004,C61H118O5
146251,C61H104O6
147510,C62H108O5
147776,C61H120O5
147947,C63H98O5
147948,C61H116O6
147950,C61H106O6
148098,C61H118O6
148413,C61H108O6
148608,C61H114O6
148803,C61H110O6
149126,C62H110O5
149328,C62H96O6
149346,C63H100O5
150445,C62H112O5
150666,C62H98O6
150762,C63H102O5
151681,C62H114O5
151871,C62H100O6
152096,C63H104O5
152247,C61H112O6
152925,C62H116O5
153106,C62H102O6
153483,C63H106O5
154216,C62H118O5
154456,C63H92O6
154463,C62H104O6
154507,C63H108O5
155622,C62H120O5
155940,C63H124O4
155941,C63H94O6
155964,C62H106O6
156576,C63H110O5
157180,C62H122O5
157342,C63H126O4
157344,C63H96O6
157360,C62H116O6
157386,C62H108O6
157489,C62H110O6
157515,C63H122O6
157619,C62H118O6
157752,C63H112O5
157782,C62H112O6
158153,C63H116O5
158497,C62H114O6
158696,C63H98O6
159116,C64H102O5
159799,C63H114O5
160161,C63H118O5
160194,C63H100O6
160924,C64H104O5
161851,C63H102O6
162854,C64H106O5
163689,C63H104O6
164840,C64H108O5
165328,C63H120O5
165649,C63H106O6
166776,C64H110O5
167111,C63H122O5
167530,C65H100O5
167531,C63H108O6
167565,C62H120O6
168308,C63H124O5
168658,C64H112O5
169089,C65H102O5
169091,C63H110O6
169119,C63H114O6
169269,C63H118O6
169552,C63H120O6
169849,C63H112O6
170224,C64H114O5
170365,C64H100O6
170389,C65H104O5
171415,C64H116O5
171588,C64H102O6
171658,C65H106O5
172582,C64H118O5
172647,C63H116O6
172741,C64H104O6
172972,C65H108O5
173268,C64H124O5
173793,C64H120O5
173948,C65H94O6
173954,C64H106O6
174264,C65H110O5
174958,C64H122O5
175156,C65H96O6
175199,C64H108O6
175556,C65H112O5
176452,C65H98O6
176594,C64H110O6
177014,C65H114O5
177535,C64H126O5
177689,C65H100O6
177707,C64H112O6
178565,C65H116O5
178937,C65H102O6
179337,C64H114O6
179350,C65H122O5
179402,C64H120O6
179415,C65H126O6
179454,C64H124O6
179467,C64H118O6
179522,C66H106O5
180063,C65H118O5
180439,C65H104O6
180575,C64H116O6
181265,C66H108O5
181293,C65H120O5
182064,C65H106O6
182967,C66H110O5
183721,C65H108O6
184653,C66H112O5
185072,C65H124O5
185393,C65H110O6
185451,C64H122O6
186328,C66H114O5
186795,C65H126O5
187029,C67H104O5
187031,C65H112O6
187984,C66H116O5
188195,C65H128O5
188328,C65H114O6
188329,C67H106O5
188369,C65H122O6
188414,C65H124O6
188503,C65H116O6
188775,C65H120O6
189361,C66H118O5
189465,C66H104O6
189487,C67H108O5
190454,C66H120O5
190473,C65H118O6
190603,C66H106O6
190694,C66H126O5
190702,C67H110O5
191541,C66H122O5
191664,C67H96O6
191667,C66H108O6
191853,C67H112O5
192564,C66H124O5
192679,C67H98O6
192707,C66H110O6
192918,C67H114O5
193680,C67H100O6
193696,C66H112O6
193993,C67H116O5
194511,C66H128O5
194758,C67H102O6
194989,C66H114O6
195005,C67H118O5
195683,C66H130O5
195824,C67H104O6
195831,C67H120O5
195904,C66H122O6
195941,C66H124O6
196218,C66H116O6
196949,C66H128O6
196956,C67H106O6
197173,C67H122O5
197295,C67H126O5
197334,C66H118O6
197523,C68H110O5
197578,C66H120O6
198308,C67H108O6
198543,C67H124O5
198991,C68H112O5
199588,C67H128O5
199634,C67H110O6
200319,C68H114O5
200899,C67H112O6
201588,C68H116O5
202190,C67H114O6
202208,C66H126O6
202968,C68H118O5
203345,C67H130O5
203561,C69H108O5
203562,C67H116O6
204433,C68H120O5
204586,C67H132O5
204698,C69H110O5
204708,C67H118O6
204710,C67H124O6
204739,C67H126O6
205476,C67H130O6
205610,C68H122O5
205678,C68H108O6
205693,C69H112O5
205730,C67H120O6
205918,C68H130O5
206068,C67H122O6
206554,C68H124O5
206563,C67H128O6
206674,C69H98O6
206675,C68H110O6
206743,C69H114O5
207455,C68H126O5
207545,C69H100O6
207557,C68H112O6
207676,C69H116O5
208269,C68H128O5
208349,C69H102O6
208386,C68H114O6
208521,C69H118O5
209149,C69H104O6
209205,C68H116O6
209229,C69H120O5
209806,C68H132O5
209990,C69H106O6
210132,C68H118O6
210355,C69H122O5
210715,C68H134O5
210839,C69H108O6
211148,C68H120O6
211397,C69H124O5
211708,C69H110O6
211775,C69H132O5
211812,C68H132O6
211971,C69H130O5
212034,C68H130O6
212084,C68H122O6
212413,C69H126O5
212634,C68H124O6
212746,C69H112O6
212870,C68H128O6
213431,C69H128O5
213710,C69H114O6
213903,C68H126O6
214649,C69H116O6
215638,C69H118O6
216529,C69H134O5
216725,C69H120O6
217470,C70H124O5
217583,C69H136O5
217674,C69H134O6
217675,C71H114O5
217678,C69H122O6
217814,C69H124O6
218452,C70H126O5
218499,C70H112O6
218508,C71H116O5
218818,C69H128O6
218965,C69H132O6
219217,C70H128O5
219307,C71H102O6
219310,C70H114O6
219346,C71H118O5
219384,C69H126O6
219930,C70H130O5
219992,C71H104O6
220014,C70H116O6
220068,C71H120O5
220546,C70H132O5
220590,C71H106O6
220635,C69H130O6
220655,C70H118O6
220701,C71H122O5
221146,C70H134O5
221195,C71H108O6
221267,C71H124O5
221317,C70H120O6
221706,C70H136O5
221828,C71H110O6
221866,C70H122O6
222036,C71H126O5
222338,C70H138O5
222443,C71H112O6
222448,C70H134O6
222609,C70H124O6
222631,C71H132O5
222673,C71H130O5
222729,C71H128O5
222757,C70H132O6
223056,C71H114O6
223197,C70H126O6
223641,C70H136O6
223742,C70H128O6
223743,C71H116O6
223794,C71H136O5
224364,C71H118O6
224611,C70H130O6
224829,C71H134O5
225006,C71H120O6
225729,C71H122O6
226405,C71H138O5
226580,C71H124O6
227271,C71H140O5
227347,C73H118O5
227348,C71H126O6
227443,C71H138O6
227457,C71H132O6
227527,C71H134O6
227569,C71H130O6
227807,C71H128O6
227987,C72H130O5
228003,C71H136O6
228015,C72H116O6
228018,C73H120O5
228553,C72H132O5
228609,C73H106O6
228612,C72H118O6
228624,C73H122O5
229042,C72H134O5
229078,C73H108O6
229097,C72H120O6
229115,C73H124O5
229472,C72H136O5
229494,C73H110O6
229539,C72H122O6
229552,C73H126O5
229909,C72H138O5
229934,C73H112O6
229999,C72H124O6
230002,C73H128O5
230310,C72H140O5
230388,C73H114O6
230405,C72H126O6
230467,C73H130O5
230700,C72H142O5
230786,C73H116O6
230846,C72H128O6
230852,C72H134O6
230866,C73H142O5
230936,C72H140O6
230949,C73H132O5
231005,C72H136O6
231103,C72H132O6
231163,C73H118O6
231209,C72H130O6
231414,C73H134O5
231599,C73H120O6
231870,C73H136O5
232013,C73H122O6
232315,C73H138O5
232445,C73H124O6
232638,C73H144O5
232810,C73H140O5
232963,C73H126O6
233179,C72H138O6
233579,C73H128O6
234141,C73H130O6
234231,C73H140O6
234259,C73H138O6
234273,C73H142O6
234287,C73H134O6
234329,C73H132O6
234610,C74H134O5
234624,C75H124O5
234662,C73H136O6
235002,C74H136O5
235032,C75H110O6
235033,C75H126O5
235322,C74H138O5
235341,C75H112O6
235347,C75H128O5
235624,C74H140O5
235632,C75H114O6
235648,C75H130O5
235923,C74H142O5
235929,C75H116O6
235950,C75H132O5
236187,C74H144O5
236225,C75H118O6
236240,C74H130O6
236246,C75H134O5
236408,C74H146O5
236475,C75H120O6
236483,C74H140O6
236491,C74H132O6
236496,C74H138O6
236540,C75H136O5
236562,C74H136O6
236628,C75H146O5
236677,C75H122O6
236692,C75H142O5
236704,C75H144O5
236716,C74H134O6
236813,C75H138O5
236941,C75H124O6
236961,C75H140O5
237196,C75H126O6
237469,C75H128O6
237798,C75H130O6
237822,C74H142O6
238211,C75H132O6
238452,C27H55NO3
238461,C74H144O6
238486,C18H30O4
238524,C20H30O4
238550,C75H148O5
238606,C75H134O6
238615,C29H59NO3
238643,C75H136O6
238657,C75H144O6
238671,C37H75NO3
238699,C33H66NO6P
238713,C21H42NO6P
238727,C42H84NO6P
238755,C75H146O6
238769,C32H64NO6P
238811,C75H138O6
238825,C43H87NO3
238839,C33H67NO3
238853,C23H47NO3
238881,C25H48O16P2
238912,C76H138O5
238918,C77H128O5
238922,C75H140O6
238952,C42H87N2O6P
239172,C76H140O5
239184,C77H130O5
239261,C51H105N2O6P
239276,C75H142O6
239366,C19H24O2
239392,C76H142O5
239398,C77H132O5
239449,C38H64O2
239513,C34H66O2
239545,C17H33NO4
239561,C21H41NO4
239590,C76H144O5
239592,C77H134O5
239593,C25H49NO4
239606,C27H53NO4
239619,C21H39NO4
239633,C21H30O2
239684,C14H28O3
239701,C41H85N2O6P
239718,C31H65N2O6P
239751,C26H53NO3
239802,C38H79N2O6P
239807,C76H146O5
239809,C77H136O5
239843,C36H70NO6P
239861,C19H24O3
239897,C19H24O4
239915,C20H36O7P2
239994,C76H148O5
240002,C3H6O
240003,C4H8O
240014,C77H138O5
240019,C20H34O
240108,C76H150O5
240156,C77H124O6
240159,C76H136O6
240177,C77H140O5
240235,C27H46O3
240249,C6H12O
240254,C77H126O6
240273,C77H148O5
240279,C76H138O6
240286,C77H146O5
240318,C77H142O5
240342,C77H144O5
240403,C77H128O6
240422,C76H148O6
240480,C76H140O6
240543,C26H55N2O6P
240558,C45H89N2O6P
